sex,variable_code,region_name,variable_name,units,year,value,iso_code
Male,POVCOUNT,Thailand,"Poverty headcount, $1.90 threshold",Million people,2021,0.050388,THA
Male,POVCOUNT,Timor-Leste,"Poverty headcount, $1.90 threshold",Million people,2021,0.191919,TLS
Male,POVCOUNT,Togo,"Poverty headcount, $1.90 threshold",Million people,2021,1.906514,TGO
Male,POVCOUNT,Tonga,"Poverty headcount, $1.90 threshold",Million people,2021,0.000773,TON
Male,POVCOUNT,Trinidad and Tobago,"Poverty headcount, $1.90 threshold",Million people,2021,0.003786,TTO
Male,POVCOUNT,Tunisia,"Poverty headcount, $1.90 threshold",Million people,2021,0.019485,TUN
Male,POVCOUNT,Türkiye,"Poverty headcount, $1.90 threshold",Million people,2021,0.043202,TUR
Male,POVCOUNT,Turkmenistan,"Poverty headcount, $1.90 threshold",Million people,2021,0.013344,TKM
Male,POVCOUNT,Uganda,"Poverty headcount, $1.90 threshold",Million people,2021,8.962918,UGA
Male,POVCOUNT,Ukraine,"Poverty headcount, $1.90 threshold",Million people,2021,0.01559,UKR
Male,POVCOUNT,United Arab Emirates,"Poverty headcount, $1.90 threshold",Million people,2021,0.009368,ARE
Male,POVCOUNT,United Kingdom,"Poverty headcount, $1.90 threshold",Million people,2021,0.07245,GBR
Male,POVCOUNT,United States,"Poverty headcount, $1.90 threshold",Million people,2021,1.482188,USA
Male,POVCOUNT,Uruguay,"Poverty headcount, $1.90 threshold",Million people,2021,0.003171,URY
Male,POVCOUNT,Uzbekistan,"Poverty headcount, $1.90 threshold",Million people,2021,1.644056,UZB
Male,POVCOUNT,Vanuatu,"Poverty headcount, $1.90 threshold",Million people,2021,0.033616,VUT
Male,POVCOUNT,Venezuela,"Poverty headcount, $1.90 threshold",Million people,2021,6.330212,VEN
Male,POVCOUNT,Vietnam,"Poverty headcount, $1.90 threshold",Million people,2021,0.4971,VNM
Male,POVCOUNT,Yemen,"Poverty headcount, $1.90 threshold",Million people,2021,9.179709,YEM
Male,POVCOUNT,Zambia,"Poverty headcount, $1.90 threshold",Million people,2021,5.590599,ZMB
Male,POVCOUNT,Zimbabwe,"Poverty headcount, $1.90 threshold",Million people,2021,2.854766,ZWE
Female,POVRATE,Afghanistan,"Poverty rate, $1.90 threshold",Percent of population,2021,39.59372,AFG
Female,POVRATE,Albania,"Poverty rate, $1.90 threshold",Percent of population,2021,1.205243,ALB
Female,POVRATE,Algeria,"Poverty rate, $1.90 threshold",Percent of population,2021,0.4647893,DZA
Female,POVRATE,Angola,"Poverty rate, $1.90 threshold",Percent of population,2021,53.09229,AGO
Female,POVRATE,Argentina,"Poverty rate, $1.90 threshold",Percent of population,2021,4.845485,ARG
Female,POVRATE,Armenia,"Poverty rate, $1.90 threshold",Percent of population,2021,0.7949039,ARM
Female,POVRATE,Australia,"Poverty rate, $1.90 threshold",Percent of population,2021,0.4312702,AUS
Female,POVRATE,Austria,"Poverty rate, $1.90 threshold",Percent of population,2021,0.3228936,AUT
Female,POVRATE,Azerbaijan,"Poverty rate, $1.90 threshold",Percent of population,2021,0.1472836,AZE
Female,POVRATE,Bahamas,"Poverty rate, $1.90 threshold",Percent of population,2021,0.4837816,BHS
Female,POVRATE,Bahrain,"Poverty rate, $1.90 threshold",Percent of population,2021,0.4079238,BHR
Female,POVRATE,Bangladesh,"Poverty rate, $1.90 threshold",Percent of population,2021,8.018102,BGD
Female,POVRATE,Barbados,"Poverty rate, $1.90 threshold",Percent of population,2021,7.77234,BRB
Female,POVRATE,Belarus,"Poverty rate, $1.90 threshold",Percent of population,2021,0.09659133,BLR
Female,POVRATE,Belgium,"Poverty rate, $1.90 threshold",Percent of population,2021,0.1732444,BEL
Female,POVRATE,Belize,"Poverty rate, $1.90 threshold",Percent of population,2021,17.94327,BLZ
Female,POVRATE,Benin,"Poverty rate, $1.90 threshold",Percent of population,2021,45.87053,BEN
Female,POVRATE,Bhutan,"Poverty rate, $1.90 threshold",Percent of population,2021,1.843931,BTN
Female,POVRATE,Bolivia,"Poverty rate, $1.90 threshold",Percent of population,2021,6.759554,BOL
Female,POVRATE,Bosnia and Herzegovina,"Poverty rate, $1.90 threshold",Percent of population,2021,0.2326429,BIH
Female,POVRATE,Botswana,"Poverty rate, $1.90 threshold",Percent of population,2021,15.18628,BWA
Female,POVRATE,Brazil,"Poverty rate, $1.90 threshold",Percent of population,2021,4.42663,BRA
Female,POVRATE,Brunei Darussalam,"Poverty rate, $1.90 threshold",Percent of population,2021,0.1166206,BRN
Female,POVRATE,Bulgaria,"Poverty rate, $1.90 threshold",Percent of population,2021,1.123115,BGR
Female,POVRATE,Burkina Faso,"Poverty rate, $1.90 threshold",Percent of population,2021,34.76603,BFA
Female,POVRATE,Burundi,"Poverty rate, $1.90 threshold",Percent of population,2021,80.69447,BDI
Female,POVRATE,Cabo Verde,"Poverty rate, $1.90 threshold",Percent of population,2021,4.359206,CPV
Female,POVRATE,Cambodia,"Poverty rate, $1.90 threshold",Percent of population,2021,23.89517,KHM
Female,POVRATE,Cameroon,"Poverty rate, $1.90 threshold",Percent of population,2021,24.70874,CMR
Female,POVRATE,Canada,"Poverty rate, $1.90 threshold",Percent of population,2021,0.2560441,CAN
Female,POVRATE,Central African Republic,"Poverty rate, $1.90 threshold",Percent of population,2021,74.77392,CAF
Female,POVRATE,Chad,"Poverty rate, $1.90 threshold",Percent of population,2021,45.22729,TCD
Female,POVRATE,Chile,"Poverty rate, $1.90 threshold",Percent of population,2021,0.2791975,CHL
Female,POVRATE,China,"Poverty rate, $1.90 threshold",Percent of population,2021,0.1548118,CHN
Female,POVRATE,Colombia,"Poverty rate, $1.90 threshold",Percent of population,2021,4.565762,COL
Female,POVRATE,Comoros,"Poverty rate, $1.90 threshold",Percent of population,2021,18.16646,COM
Female,POVRATE,Congo Republic,"Poverty rate, $1.90 threshold",Percent of population,2021,51.26593,COG
Female,POVRATE,DR Congo,"Poverty rate, $1.90 threshold",Percent of population,2021,72.5694,COD
Female,POVRATE,Costa Rica,"Poverty rate, $1.90 threshold",Percent of population,2021,1.053109,CRI
Female,POVRATE,Cote d'Ivoire,"Poverty rate, $1.90 threshold",Percent of population,2021,21.50459,CIV
Female,POVRATE,Croatia,"Poverty rate, $1.90 threshold",Percent of population,2021,0.4018174,HRV
Female,POVRATE,Cuba,"Poverty rate, $1.90 threshold",Percent of population,2021,1.773419,CUB
Female,POVRATE,Cyprus,"Poverty rate, $1.90 threshold",Percent of population,2021,0.1372185,CYP
Female,POVRATE,Czech Republic,"Poverty rate, $1.90 threshold",Percent of population,2021,0.1210619,CZE
Female,POVRATE,Denmark,"Poverty rate, $1.90 threshold",Percent of population,2021,0.086874,DNK
Female,POVRATE,Djibouti,"Poverty rate, $1.90 threshold",Percent of population,2021,16.72829,DJI
Female,POVRATE,Dominican Republic,"Poverty rate, $1.90 threshold",Percent of population,2021,0.6194461,DOM
Female,POVRATE,Ecuador,"Poverty rate, $1.90 threshold",Percent of population,2021,4.489411,ECU
Female,POVRATE,Egypt,"Poverty rate, $1.90 threshold",Percent of population,2021,5.733953,EGY
Female,POVRATE,El Salvador,"Poverty rate, $1.90 threshold",Percent of population,2021,1.823439,SLV
Female,POVRATE,Equatorial Guinea,"Poverty rate, $1.90 threshold",Percent of population,2021,2.330909,GNQ
Female,POVRATE,Eritrea,"Poverty rate, $1.90 threshold",Percent of population,2021,38.00207,ERI
Female,POVRATE,Estonia,"Poverty rate, $1.90 threshold",Percent of population,2021,0.2392021,EST
Female,POVRATE,Eswatini,"Poverty rate, $1.90 threshold",Percent of population,2021,29.78828,SWZ
Female,POVRATE,Ethiopia,"Poverty rate, $1.90 threshold",Percent of population,2021,22.84458,ETH
Female,POVRATE,Fiji,"Poverty rate, $1.90 threshold",Percent of population,2021,0.9517878,FJI
Female,POVRATE,Finland,"Poverty rate, $1.90 threshold",Percent of population,2021,0.09424029,FIN
Female,POVRATE,France,"Poverty rate, $1.90 threshold",Percent of population,2021,0.1274552,FRA
Female,POVRATE,Gabon,"Poverty rate, $1.90 threshold",Percent of population,2021,3.5769,GAB
Female,POVRATE,Gambia,"Poverty rate, $1.90 threshold",Percent of population,2021,10.05813,GMB
Female,POVRATE,Georgia,"Poverty rate, $1.90 threshold",Percent of population,2021,4.437235,GEO
Female,POVRATE,Germany,"Poverty rate, $1.90 threshold",Percent of population,2021,0.1081219,DEU
Female,POVRATE,Ghana,"Poverty rate, $1.90 threshold",Percent of population,2021,11.05078,GHA
Female,POVRATE,Greece,"Poverty rate, $1.90 threshold",Percent of population,2021,0.7336612,GRC
Female,POVRATE,Grenada,"Poverty rate, $1.90 threshold",Percent of population,2021,11.07235,GRD
Female,POVRATE,Guatemala,"Poverty rate, $1.90 threshold",Percent of population,2021,7.361288,GTM
Female,POVRATE,Guinea,"Poverty rate, $1.90 threshold",Percent of population,2021,23.24898,GIN
Female,POVRATE,Guinea-Bissau,"Poverty rate, $1.90 threshold",Percent of population,2021,66.66749,GNB
Female,POVRATE,Guyana,"Poverty rate, $1.90 threshold",Percent of population,2021,1.463884,GUY
Female,POVRATE,Haiti,"Poverty rate, $1.90 threshold",Percent of population,2021,29.94875,HTI
Female,POVRATE,Honduras,"Poverty rate, $1.90 threshold",Percent of population,2021,20.36551,HND
Female,POVRATE,Hong Kong,"Poverty rate, $1.90 threshold",Percent of population,2021,0.1349223,HKG
Female,POVRATE,Hungary,"Poverty rate, $1.90 threshold",Percent of population,2021,0.3806422,HUN
Female,POVRATE,Iceland,"Poverty rate, $1.90 threshold",Percent of population,2021,0.2461869,ISL
Female,POVRATE,India,"Poverty rate, $1.90 threshold",Percent of population,2021,10.29589,IND
Female,POVRATE,Indonesia,"Poverty rate, $1.90 threshold",Percent of population,2021,3.99806,IDN
Female,POVRATE,Iran,"Poverty rate, $1.90 threshold",Percent of population,2021,0.718207,IRN
Female,POVRATE,Iraq,"Poverty rate, $1.90 threshold",Percent of population,2021,2.04468,IRQ
Female,POVRATE,Ireland,"Poverty rate, $1.90 threshold",Percent of population,2021,0.01842629,IRL
Female,POVRATE,Israel,"Poverty rate, $1.90 threshold",Percent of population,2021,0.4961332,ISR
Female,POVRATE,Italy,"Poverty rate, $1.90 threshold",Percent of population,2021,1.422605,ITA
Female,POVRATE,Jamaica,"Poverty rate, $1.90 threshold",Percent of population,2021,2.332255,JAM
Female,POVRATE,Japan,"Poverty rate, $1.90 threshold",Percent of population,2021,0.710475,JPN
Female,POVRATE,Jordan,"Poverty rate, $1.90 threshold",Percent of population,2021,0.2425311,JOR
Female,POVRATE,Kazakhstan,"Poverty rate, $1.90 threshold",Percent of population,2021,0.19053,KAZ
Female,POVRATE,Kenya,"Poverty rate, $1.90 threshold",Percent of population,2021,33.27922,KEN
Female,POVRATE,North Korea,"Poverty rate, $1.90 threshold",Percent of population,2021,31.14314,PRK
Female,POVRATE,South Korea,"Poverty rate, $1.90 threshold",Percent of population,2021,0.07375582,KOR
Female,POVRATE,Kosovo,"Poverty rate, $1.90 threshold",Percent of population,2021,0.7729552,XKX
Female,POVRATE,Kuwait,"Poverty rate, $1.90 threshold",Percent of population,2021,0.1672342,KWT
Female,POVRATE,Kyrgyz Republic,"Poverty rate, $1.90 threshold",Percent of population,2021,2.094277,KGZ
Female,POVRATE,Laos,"Poverty rate, $1.90 threshold",Percent of population,2021,8.571705,LAO
Female,POVRATE,Latvia,"Poverty rate, $1.90 threshold",Percent of population,2021,0.503455,LVA
Female,POVRATE,Lebanon,"Poverty rate, $1.90 threshold",Percent of population,2021,14.65098,LBN
Female,POVRATE,Lesotho,"Poverty rate, $1.90 threshold",Percent of population,2021,35.49326,LSO
Female,POVRATE,Liberia,"Poverty rate, $1.90 threshold",Percent of population,2021,51.56884,LBR
Female,POVRATE,Libya,"Poverty rate, $1.90 threshold",Percent of population,2021,1.242502,LBY
Female,POVRATE,Lithuania,"Poverty rate, $1.90 threshold",Percent of population,2021,0.6934099,LTU
Female,POVRATE,Luxembourg,"Poverty rate, $1.90 threshold",Percent of population,2021,0.340574,LUX
Female,POVRATE,North Macedonia,"Poverty rate, $1.90 threshold",Percent of population,2021,4.718536,MKD
Female,POVRATE,Madagascar,"Poverty rate, $1.90 threshold",Percent of population,2021,78.30121,MDG
Female,POVRATE,Malawi,"Poverty rate, $1.90 threshold",Percent of population,2021,70.33739,MWI
Female,POVRATE,Malaysia,"Poverty rate, $1.90 threshold",Percent of population,2021,0.1032531,MYS
Female,POVRATE,Maldives,"Poverty rate, $1.90 threshold",Percent of population,2021,9.421176,MDV
Female,POVRATE,Mali,"Poverty rate, $1.90 threshold",Percent of population,2021,47.37464,MLI
Female,POVRATE,Malta,"Poverty rate, $1.90 threshold",Percent of population,2021,0.1290009,MLT
Female,POVRATE,Mauritania,"Poverty rate, $1.90 threshold",Percent of population,2021,6.727013,MRT
Female,POVRATE,Mauritius,"Poverty rate, $1.90 threshold",Percent of population,2021,0.2497553,MUS
Female,POVRATE,Mexico,"Poverty rate, $1.90 threshold",Percent of population,2021,2.185801,MEX
Female,POVRATE,"Micronesia, Fed. Sts.","Poverty rate, $1.90 threshold",Percent of population,2021,17.12212,FSM
Female,POVRATE,Moldova,"Poverty rate, $1.90 threshold",Percent of population,2021,0.196631,MDA
Female,POVRATE,Mongolia,"Poverty rate, $1.90 threshold",Percent of population,2021,0.6561074,MNG
Female,POVRATE,Montenegro,"Poverty rate, $1.90 threshold",Percent of population,2021,1.641507,MNE
Female,POVRATE,Morocco,"Poverty rate, $1.90 threshold",Percent of population,2021,0.8280319,MAR
Female,POVRATE,Mozambique,"Poverty rate, $1.90 threshold",Percent of population,2021,66.67171,MOZ
Female,POVRATE,Myanmar,"Poverty rate, $1.90 threshold",Percent of population,2021,3.740926,MMR
Female,POVRATE,Namibia,"Poverty rate, $1.90 threshold",Percent of population,2021,19.02044,NAM
Female,POVRATE,Nepal,"Poverty rate, $1.90 threshold",Percent of population,2021,5.868132,NPL
Female,POVRATE,Netherlands,"Poverty rate, $1.90 threshold",Percent of population,2021,0.1670255,NLD
Female,POVRATE,New Zealand,"Poverty rate, $1.90 threshold",Percent of population,2021,0.1187147,NZL
Female,POVRATE,Nicaragua,"Poverty rate, $1.90 threshold",Percent of population,2021,2.916529,NIC
Female,POVRATE,Niger,"Poverty rate, $1.90 threshold",Percent of population,2021,41.9719,NER
Female,POVRATE,Nigeria,"Poverty rate, $1.90 threshold",Percent of population,2021,44.40536,NGA
Female,POVRATE,Norway,"Poverty rate, $1.90 threshold",Percent of population,2021,0.2053428,NOR
Female,POVRATE,Oman,"Poverty rate, $1.90 threshold",Percent of population,2021,0.2750664,OMN
Female,POVRATE,Pakistan,"Poverty rate, $1.90 threshold",Percent of population,2021,2.524254,PAK
Female,POVRATE,Palestine,"Poverty rate, $1.90 threshold",Percent of population,2021,2.011964,PSE
Female,POVRATE,Panama,"Poverty rate, $1.90 threshold",Percent of population,2021,3.055181,PAN
Female,POVRATE,Papua New Guinea,"Poverty rate, $1.90 threshold",Percent of population,2021,25.1244,PNG
Female,POVRATE,Paraguay,"Poverty rate, $1.90 threshold",Percent of population,2021,1.075107,PRY
Female,POVRATE,Peru,"Poverty rate, $1.90 threshold",Percent of population,2021,4.174955,PER
Female,POVRATE,Philippines,"Poverty rate, $1.90 threshold",Percent of population,2021,6.094499,PHL
Female,POVRATE,Poland,"Poverty rate, $1.90 threshold",Percent of population,2021,0.1893557,POL
Female,POVRATE,Portugal,"Poverty rate, $1.90 threshold",Percent of population,2021,0.3470291,PRT
Female,POVRATE,Puerto Rico,"Poverty rate, $1.90 threshold",Percent of population,2021,0.1186924,PRI
Female,POVRATE,Qatar,"Poverty rate, $1.90 threshold",Percent of population,2021,0.1146053,QAT
Female,POVRATE,Romania,"Poverty rate, $1.90 threshold",Percent of population,2021,2.137743,ROU
Female,POVRATE,Russia,"Poverty rate, $1.90 threshold",Percent of population,2021,0.1508835,RUS
Female,POVRATE,Rwanda,"Poverty rate, $1.90 threshold",Percent of population,2021,56.74693,RWA
Female,POVRATE,Samoa,"Poverty rate, $1.90 threshold",Percent of population,2021,0.8726119,WSM
Female,POVRATE,Sao Tome and Principe,"Poverty rate, $1.90 threshold",Percent of population,2021,37.96982,STP
Female,POVRATE,Saudi Arabia,"Poverty rate, $1.90 threshold",Percent of population,2021,0.2253681,SAU
Female,POVRATE,Senegal,"Poverty rate, $1.90 threshold",Percent of population,2021,29.90891,SEN
Female,POVRATE,Serbia,"Poverty rate, $1.90 threshold",Percent of population,2021,3.632638,SRB
Female,POVRATE,Seychelles,"Poverty rate, $1.90 threshold",Percent of population,2021,1.405001,SYC
Female,POVRATE,Sierra Leone,"Poverty rate, $1.90 threshold",Percent of population,2021,46.30845,SLE
Female,POVRATE,Singapore,"Poverty rate, $1.90 threshold",Percent of population,2021,0.0857645,SGP
Female,POVRATE,Slovakia,"Poverty rate, $1.90 threshold",Percent of population,2021,1.044347,SVK
Female,POVRATE,Slovenia,"Poverty rate, $1.90 threshold",Percent of population,2021,0.0572027,SVN
Female,POVRATE,Solomon Islands,"Poverty rate, $1.90 threshold",Percent of population,2021,31.44164,SLB
Female,POVRATE,Somalia,"Poverty rate, $1.90 threshold",Percent of population,2021,50.88063,SOM
Female,POVRATE,South Africa,"Poverty rate, $1.90 threshold",Percent of population,2021,20.82053,ZAF
Female,POVRATE,Spain,"Poverty rate, $1.90 threshold",Percent of population,2021,0.6641748,ESP
Female,POVRATE,Sri Lanka,"Poverty rate, $1.90 threshold",Percent of population,2021,0.8046007,LKA
Female,POVRATE,St. Lucia,"Poverty rate, $1.90 threshold",Percent of population,2021,7.467257,LCA
Female,POVRATE,St. Vincent and the Grenadines,"Poverty rate, $1.90 threshold",Percent of population,2021,15.79144,VCT
Female,POVRATE,Sudan,"Poverty rate, $1.90 threshold",Percent of population,2021,13.23945,SDN
Female,POVRATE,South Sudan,"Poverty rate, $1.90 threshold",Percent of population,2021,84.17539,SSD
Female,POVRATE,Suriname,"Poverty rate, $1.90 threshold",Percent of population,2021,19.85333,SUR
Female,POVRATE,Sweden,"Poverty rate, $1.90 threshold",Percent of population,2021,0.2256097,SWE
Female,POVRATE,Switzerland,"Poverty rate, $1.90 threshold",Percent of population,2021,0.08407383,CHE
Female,POVRATE,Syria,"Poverty rate, $1.90 threshold",Percent of population,2021,34.91864,SYR
Female,POVRATE,Taiwan,"Poverty rate, $1.90 threshold",Percent of population,2021,0.0366681,TWN
Female,POVRATE,Tajikistan,"Poverty rate, $1.90 threshold",Percent of population,2021,2.494233,TJK
Female,POVRATE,Tanzania,"Poverty rate, $1.90 threshold",Percent of population,2021,47.13116,TZA
Female,POVRATE,Thailand,"Poverty rate, $1.90 threshold",Percent of population,2021,0.1496393,THA
Female,POVRATE,Timor-Leste,"Poverty rate, $1.90 threshold",Percent of population,2021,28.39119,TLS
Female,POVRATE,Togo,"Poverty rate, $1.90 threshold",Percent of population,2021,47.71728,TGO
Female,POVRATE,Tonga,"Poverty rate, $1.90 threshold",Percent of population,2021,1.558869,TON
Female,POVRATE,Trinidad and Tobago,"Poverty rate, $1.90 threshold",Percent of population,2021,0.4816928,TTO
Female,POVRATE,Tunisia,"Poverty rate, $1.90 threshold",Percent of population,2021,0.4644676,TUN
Female,POVRATE,Türkiye,"Poverty rate, $1.90 threshold",Percent of population,2021,0.1196831,TUR
Female,POVRATE,Turkmenistan,"Poverty rate, $1.90 threshold",Percent of population,2021,0.7537383,TKM
Female,POVRATE,Uganda,"Poverty rate, $1.90 threshold",Percent of population,2021,38.83904,UGA
Female,POVRATE,Ukraine,"Poverty rate, $1.90 threshold",Percent of population,2021,0.08746044,UKR
Female,POVRATE,United Arab Emirates,"Poverty rate, $1.90 threshold",Percent of population,2021,0.1351426,ARE
Female,POVRATE,United Kingdom,"Poverty rate, $1.90 threshold",Percent of population,2021,0.2720898,GBR
Female,POVRATE,United States,"Poverty rate, $1.90 threshold",Percent of population,2021,0.987156,USA
Female,POVRATE,Uruguay,"Poverty rate, $1.90 threshold",Percent of population,2021,0.124324,URY
Female,POVRATE,Uzbekistan,"Poverty rate, $1.90 threshold",Percent of population,2021,8.730186,UZB
Female,POVRATE,Vanuatu,"Poverty rate, $1.90 threshold",Percent of population,2021,21.73527,VUT
Female,POVRATE,Venezuela,"Poverty rate, $1.90 threshold",Percent of population,2021,47.97992,VEN
Female,POVRATE,Vietnam,"Poverty rate, $1.90 threshold",Percent of population,2021,1.141813,VNM
Female,POVRATE,Yemen,"Poverty rate, $1.90 threshold",Percent of population,2021,59.73013,YEM
Female,POVRATE,Zambia,"Poverty rate, $1.90 threshold",Percent of population,2021,60.49298,ZMB
Female,POVRATE,Zimbabwe,"Poverty rate, $1.90 threshold",Percent of population,2021,40.1252,ZWE
Male,POVRATE,Afghanistan,"Poverty rate, $1.90 threshold",Percent of population,2021,39.56187,AFG
Male,POVRATE,Albania,"Poverty rate, $1.90 threshold",Percent of population,2021,1.193646,ALB
Male,POVRATE,Algeria,"Poverty rate, $1.90 threshold",Percent of population,2021,0.2161035,DZA
Male,POVRATE,Angola,"Poverty rate, $1.90 threshold",Percent of population,2021,52.87226,AGO
Male,POVRATE,Argentina,"Poverty rate, $1.90 threshold",Percent of population,2021,4.718716,ARG
Male,POVRATE,Armenia,"Poverty rate, $1.90 threshold",Percent of population,2021,0.7842628,ARM
Male,POVRATE,Australia,"Poverty rate, $1.90 threshold",Percent of population,2021,0.4422133,AUS
Male,POVRATE,Austria,"Poverty rate, $1.90 threshold",Percent of population,2021,0.3701041,AUT
Male,POVRATE,Azerbaijan,"Poverty rate, $1.90 threshold",Percent of population,2021,0.03789047,AZE
Male,POVRATE,Bahamas,"Poverty rate, $1.90 threshold",Percent of population,2021,0.09764118,BHS
Male,POVRATE,Bahrain,"Poverty rate, $1.90 threshold",Percent of population,2021,0.09513612,BHR
Male,POVRATE,Bangladesh,"Poverty rate, $1.90 threshold",Percent of population,2021,7.304783,BGD
Male,POVRATE,Barbados,"Poverty rate, $1.90 threshold",Percent of population,2021,7.968149,BRB
Male,POVRATE,Belarus,"Poverty rate, $1.90 threshold",Percent of population,2021,0.1027228,BLR
Male,POVRATE,Belgium,"Poverty rate, $1.90 threshold",Percent of population,2021,0.1773917,BEL
Male,POVRATE,Belize,"Poverty rate, $1.90 threshold",Percent of population,2021,17.64831,BLZ
Male,POVRATE,Benin,"Poverty rate, $1.90 threshold",Percent of population,2021,42.4557,BEN
Male,POVRATE,Bhutan,"Poverty rate, $1.90 threshold",Percent of population,2021,1.970468,BTN
Male,POVRATE,Bolivia,"Poverty rate, $1.90 threshold",Percent of population,2021,6.484004,BOL
Male,POVRATE,Bosnia and Herzegovina,"Poverty rate, $1.90 threshold",Percent of population,2021,0.2405394,BIH
Male,POVRATE,Botswana,"Poverty rate, $1.90 threshold",Percent of population,2021,15.32377,BWA
Male,POVRATE,Brazil,"Poverty rate, $1.90 threshold",Percent of population,2021,4.229874,BRA
Male,POVRATE,Brunei Darussalam,"Poverty rate, $1.90 threshold",Percent of population,2021,0.02293598,BRN
Male,POVRATE,Bulgaria,"Poverty rate, $1.90 threshold",Percent of population,2021,1.174538,BGR
Male,POVRATE,Burkina Faso,"Poverty rate, $1.90 threshold",Percent of population,2021,32.50403,BFA
Male,POVRATE,Burundi,"Poverty rate, $1.90 threshold",Percent of population,2021,79.73145,BDI
Male,POVRATE,Cabo Verde,"Poverty rate, $1.90 threshold",Percent of population,2021,4.375572,CPV
Male,POVRATE,Cambodia,"Poverty rate, $1.90 threshold",Percent of population,2021,23.33433,KHM
Male,POVRATE,Cameroon,"Poverty rate, $1.90 threshold",Percent of population,2021,22.39732,CMR
Male,POVRATE,Canada,"Poverty rate, $1.90 threshold",Percent of population,2021,0.2554611,CAN
Male,POVRATE,Central African Republic,"Poverty rate, $1.90 threshold",Percent of population,2021,72.88693,CAF
Male,POVRATE,Chad,"Poverty rate, $1.90 threshold",Percent of population,2021,42.2307,TCD
Male,POVRATE,Chile,"Poverty rate, $1.90 threshold",Percent of population,2021,0.315216,CHL
Male,POVRATE,China,"Poverty rate, $1.90 threshold",Percent of population,2021,0.1476713,CHN
Male,POVRATE,Colombia,"Poverty rate, $1.90 threshold",Percent of population,2021,3.923274,COL
Male,POVRATE,Comoros,"Poverty rate, $1.90 threshold",Percent of population,2021,18.56221,COM
Male,POVRATE,Congo Republic,"Poverty rate, $1.90 threshold",Percent of population,2021,49.94736,COG
Male,POVRATE,DR Congo,"Poverty rate, $1.90 threshold",Percent of population,2021,71.39703,COD
Male,POVRATE,Costa Rica,"Poverty rate, $1.90 threshold",Percent of population,2021,1.151541,CRI
Male,POVRATE,Cote d'Ivoire,"Poverty rate, $1.90 threshold",Percent of population,2021,21.20639,CIV
Male,POVRATE,Croatia,"Poverty rate, $1.90 threshold",Percent of population,2021,0.4255676,HRV
Male,POVRATE,Cuba,"Poverty rate, $1.90 threshold",Percent of population,2021,1.929125,CUB
Male,POVRATE,Cyprus,"Poverty rate, $1.90 threshold",Percent of population,2021,0.1359843,CYP
Male,POVRATE,Czech Republic,"Poverty rate, $1.90 threshold",Percent of population,2021,0.1317171,CZE
Male,POVRATE,Denmark,"Poverty rate, $1.90 threshold",Percent of population,2021,0.09881531,DNK
Male,POVRATE,Djibouti,"Poverty rate, $1.90 threshold",Percent of population,2021,16.27786,DJI
Male,POVRATE,Dominican Republic,"Poverty rate, $1.90 threshold",Percent of population,2021,0.5799707,DOM
Male,POVRATE,Ecuador,"Poverty rate, $1.90 threshold",Percent of population,2021,4.364341,ECU
Male,POVRATE,Egypt,"Poverty rate, $1.90 threshold",Percent of population,2021,5.597103,EGY
Male,POVRATE,El Salvador,"Poverty rate, $1.90 threshold",Percent of population,2021,2.016581,SLV
Male,POVRATE,Equatorial Guinea,"Poverty rate, $1.90 threshold",Percent of population,2021,1.738296,GNQ
Male,POVRATE,Eritrea,"Poverty rate, $1.90 threshold",Percent of population,2021,37.43407,ERI
Male,POVRATE,Estonia,"Poverty rate, $1.90 threshold",Percent of population,2021,0.2720687,EST
Male,POVRATE,Eswatini,"Poverty rate, $1.90 threshold",Percent of population,2021,28.06581,SWZ
Male,POVRATE,Ethiopia,"Poverty rate, $1.90 threshold",Percent of population,2021,21.41073,ETH
Male,POVRATE,Fiji,"Poverty rate, $1.90 threshold",Percent of population,2021,0.7902178,FJI
Male,POVRATE,Finland,"Poverty rate, $1.90 threshold",Percent of population,2021,0.1019492,FIN
Male,POVRATE,France,"Poverty rate, $1.90 threshold",Percent of population,2021,0.1371636,FRA
Male,POVRATE,Gabon,"Poverty rate, $1.90 threshold",Percent of population,2021,2.823301,GAB
Male,POVRATE,Gambia,"Poverty rate, $1.90 threshold",Percent of population,2021,9.594268,GMB
Male,POVRATE,Georgia,"Poverty rate, $1.90 threshold",Percent of population,2021,4.744221,GEO
Male,POVRATE,Germany,"Poverty rate, $1.90 threshold",Percent of population,2021,0.1081212,DEU
Male,POVRATE,Ghana,"Poverty rate, $1.90 threshold",Percent of population,2021,11.90068,GHA
Male,POVRATE,Greece,"Poverty rate, $1.90 threshold",Percent of population,2021,0.8145931,GRC
Male,POVRATE,Grenada,"Poverty rate, $1.90 threshold",Percent of population,2021,10.36471,GRD
Male,POVRATE,Guatemala,"Poverty rate, $1.90 threshold",Percent of population,2021,7.21342,GTM
Male,POVRATE,Guinea,"Poverty rate, $1.90 threshold",Percent of population,2021,22.33919,GIN
Male,POVRATE,Guinea-Bissau,"Poverty rate, $1.90 threshold",Percent of population,2021,65.01813,GNB
Male,POVRATE,Guyana,"Poverty rate, $1.90 threshold",Percent of population,2021,1.210363,GUY
Male,POVRATE,Haiti,"Poverty rate, $1.90 threshold",Percent of population,2021,28.94562,HTI
Male,POVRATE,Honduras,"Poverty rate, $1.90 threshold",Percent of population,2021,21.12795,HND
